Symbol,Industry,Price,Previous Close,Volume average,Last trade time
"GRAND CANYON EDUCATION, INC. (XNAS:LOPE)",Miscellaneous Educational Service Providers,80.84,82.63,237130,7/10/2022 20:18
"CARLOTZ, INC. (XNAS:LOTZ)",Specialty Retailers,0.28,0.31,498356,7/10/2022 23:39
Spark Networks SE (XNAS:LOV),Software & IT Services,1.87,2.17,57265,7/10/2022 20:00
THE LOVESAC COMPANY (XNAS:LOVE),Household Goods,20.31,20.52,537001,7/10/2022 23:52
"LOWE'S COMPANIES, INC. (XNYS:LOW)",Specialty Retailers,197.21,199.98,3949168,7/10/2022 23:53
LIPOCINE INC (XNAS:LPCN),Biotechnology & Medical Research,0.46,0.48,276101,7/10/2022 23:02
Dorian LPG Ltd. (XNYS:LPG),Oil & Gas Related Equipment and Services,14.51,14.51,609338,7/10/2022 23:50
"LAREDO PETROLEUM, INC (XNYS:LPI)",Oil & Gas,77.08,77.47,737088,7/10/2022 23:00
LPL FINANCIAL HOLDINGS INC. (XNAS:LPLA),Investment Banking & Investment Services,242.48,246.42,890877,7/10/2022 20:45
LPL FINANCIAL HOLDINGS INC. (XNAS:LPLA),Investment Banking & Investment Services,242.48,246.42,890877,7/10/2022 20:45
OPEN LENDING CORPORATION (XNAS:LPRO),Professional & Commercial Services,7.41,8.3,946488,7/10/2022 23:45
"LIVEPERSON, INC. (XNAS:LPSN)",Software & IT Services,9.97,10.73,1061678,7/10/2022 20:52
"LIGHTPATH TECHNOLOGIES, INC. (XNAS:LPTH)",Office Equipment,1.07,1.15,97075,7/10/2022 20:00
"LOOP MEDIA, INC. (XNYS:LPTV)",Media & Publishing,4.01,4.43,87439,7/10/2022 21:02
"LEAP THERAPEUTICS, INC. (XNAS:LPTX)",Biotechnology & Medical Research,0.85,0.89,743224,7/10/2022 22:53
LOUISIANA-PACIFIC CORPORATION (XNYS:LPX),Paper & Forest Products,53.88,55.12,1319474,7/10/2022 23:00
LIQUIDIA CORPORATION (XNAS:LQDA),Pharmaceuticals,5.44,5.54,1449238,7/10/2022 20:37
"LIQUIDITY SERVICES, INC. (XNAS:LQDT)",Software & IT Services,16.99,17.3,157481,7/10/2022 20:01
LAM RESEARCH CORPORATION (XNAS:LRCX),Semiconductors & Semiconductor Equipment,374.84,397.6,1416666,7/10/2022 23:59
LOGAN RIDGE FINANCE CORPORATION (XNAS:LRFC),Investment Banking & Investment Services,18.14,18.71,4280,7/10/2022 20:00
"LARIMAR THERAPEUTICS, INC. (XNAS:LRMR)",Biotechnology & Medical Research,3.16,3.18,323236,7/10/2022 20:02
"STRIDE, INC. (XNYS:LRN)",Miscellaneous Educational Service Providers,43.81,44.76,574475,7/10/2022 23:00
"LESAKA TECHNOLOGIES, INC. (XNAS:LSAK)",Professional & Commercial Services,4.04,4.09,262609,7/10/2022 22:51
"LAKE SHORE BANCORP., INC. (XNAS:LSBK)",Banking Services,13.1,13.49,2445,7/10/2022 20:00
LATTICE SEMICONDUCTOR CORPORATION (XNAS:LSCC),Semiconductors & Semiconductor Equipment,51.32,55.33,1417712,7/10/2022 20:56
LANDSEA HOMES CORPORATION (XNAS:LSEA),Real Estate Operations,4.77,4.99,94807,7/10/2022 20:01
"LAIRD SUPERFOOD, INC. (XNYS:LSF)",Food & Tobacco,1.85,1.96,41340,8/10/2022 0:00
LSI INDUSTRIES INC. (XNAS:LYTS),Homebuilding & Construction Supplies,8.2,8.22,85265,7/10/2022 20:00
Lightspeed Commerce Inc. (XNYS:LSPD),Software & IT Services,17.87,19.68,1018406,7/10/2022 23:00
Larkspur Health Acquisition Corp (XNAS:LSPR),Holding Companies,10,10,7222,7/10/2022 20:00
LARKSPUR HEALTH ACQUISITION UNT (XNAS:LSPRU),#FIELD!,10.47,10.1,1160,5/10/2022 20:00
"LISATA THERAPEUTICS, INC. (XNAS:LSTA)",Biotechnology & Medical Research,4.54,4.87,202314,7/10/2022 23:03
"LANDSTAR SYSTEM, INC. (XNAS:LSTR)",Freight & Logistics Services,143.71,149.14,368189,7/10/2022 20:01
LIBERTY MEDIA CORPORATION (XNAS:LSXMA),Media & Publishing,39.61,40.04,702896,7/10/2022 20:06
LIBERTY MEDIA CORPORATION (XNAS:LSXMB),Media & Publishing,39.7,40.4,344,7/10/2022 20:00
LIBERTY MEDIA CORPORATION (XNAS:LSXMK),Media & Publishing,39.32,39.72,821404,7/10/2022 20:18
LIGHTBRIDGE CORPORATION (XNAS:LTBR),Professional & Commercial Services,4.79,5,74591,7/10/2022 23:42
"LTC PROPERTIES, INC. (XNYS:LTC)",Residential & Commercial REIT,36.24,36.46,272042,7/10/2022 23:59
"LATCH, INC. (XNAS:LTCH)",Professional & Commercial Services,0.9,0.96,1576934,7/10/2022 23:22
"LIFE TIME GROUP HOLDINGS, INC (XNYS:LTH)",Hotels & Entertainment Services,10.06,10.36,460744,7/10/2022 23:00
LIVENT CORPORATION (XNYS:LTHM),Chemicals,29.33,29.68,4285361,7/10/2022 23:59
LANTERN PHARMA INC (XNAS:LTRN),Biotechnology & Medical Research,5.05,5.24,26894,7/10/2022 21:12
"LIBERTY TRIPADVISOR HOLDINGS, INC. (XNAS:LTRPA)",Software & IT Services,1.13,1.12,557016,7/10/2022 23:24
"LIBERTY TRIPADVISOR HOLDINGS, INC. (XNAS:LTRPB)",Software & IT Services,29.45,29.41,12913,7/10/2022 20:00
"LANTRONIX, INC. (XNAS:LTRX)",Communications & Networking,4.87,5.08,176599,7/10/2022 20:00
Lottery.com Inc. (XNAS:LTRY),Hotels & Entertainment Services,0.26,0.28,1329262,7/10/2022 21:36
LUFAX HOLDING LTD (XNYS:LU),Financial Technology (Fintech) & Infrastructure,2.24,2.38,6796512,7/10/2022 23:56
LUCID DIAGNOSTICS INC. (XNAS:LUCD),Healthcare Equipment & Supplies,1.71,1.71,76969,7/10/2022 20:00
LULULEMON ATHLETICA INC. (XNAS:LULU),Textiles & Apparel,298.22,310.48,2049540,7/10/2022 23:59
"LUMEN TECHNOLOGIES, INC. (XNYS:LUMN)",Telecommunications Services,6.7,6.93,19195862,7/10/2022 23:57
"LUMOS PHARMA, INC. (XNAS:LUMO)",Biotechnology & Medical Research,9.05,9.52,11104,7/10/2022 20:00
LUNA INNOVATIONS INCORPORATED (XNAS:LUNA),"Machinery, Equipment & Components",4.34,4.53,82962,7/10/2022 22:46
PULMONX CORPORATION (XNAS:LUNG),Healthcare Equipment & Supplies,15.51,16.92,274837,7/10/2022 20:01
SOUTHWEST AIRLINES CO. (XNYS:LUV),Passenger Transportation Services,31.87,32.54,6135919,7/10/2022 23:54
LUX HEALTH TECH ACQUISITION CORP. (XNAS:LUXA),Holding Companies,10.02,10.02,166911,7/10/2022 21:58
LUX HEALTH TECH ACQ UNT (XNAS:LUXAU),#FIELD!,10.05,10.05,5455,5/10/2022 20:00
LAVA Medtech Acquisition Corp (XNAS:LVAC),Holding Companies,10.05,10.05,15584,7/10/2022 20:00
"LULU'S FASHION LOUNGE HOLDINGS, INC. (XNAS:LVLU)",Diversified Retail,5.12,5.05,216568,7/10/2022 21:08
"LiveOne, Inc (XNAS:LVO)",Media & Publishing,0.76,0.79,196723,7/10/2022 22:45
"LIVEVOX HOLDINGS, INC. (XNAS:LVOX)",Software & IT Services,2.99,2.9,113032,7/10/2022 20:01
CRESCENT ACQUISITION UNT (XNAS:LVOXU),#FIELD!,2.8,2.13,15,9/26/2022 18:29
LEVERE HOLDINGS CORP. (XNAS:LVRA),Holding Companies,9.91,9.89,8226,4/10/2022 16:28
LEVERE HOLDINGS UNT (XNAS:LVRAU),#FIELD!,9.88,9.88,63,3/10/2022 17:41
LAS VEGAS SANDS CORP. (XNYS:LVS),Hotels & Entertainment Services,42.5,43.07,7580099,7/10/2022 23:59
LAVA Therapeutics NV (XNAS:LVTX),Biotechnology & Medical Research,3.59,3.47,2027220,7/10/2022 22:17
"LiveWire Group, Inc. (XNYS:LVWR)",Leisure Products,9.45,9.28,768836,7/10/2022 23:59
"LAMB WESTON HOLDINGS, INC. (XNYS:LW)",Food & Tobacco,82.79,82.73,1857845,7/10/2022 23:00
"LIFEWAY FOODS, INC. (XNAS:LWAY)",Food & Tobacco,5.84,5.99,6705,7/10/2022 20:45
"LIGHTWAVE LOGIC, INC. (XNAS:LWLG)",Electronic Equipment & Parts,6.92,7.33,661818,7/10/2022 20:01
LEXINFINTECH HOLDINGS LTD. (XNAS:LX),Banking Services,1.75,1.76,588887,7/10/2022 20:00
Lixiang Education Holding Co Ltd (XNAS:LXEH),"School, College & University",2.75,2.9,1807,7/10/2022 20:00
LUXFER HOLDINGS PLC (XNYS:LXFR),"Machinery, Equipment & Components",14.62,15.01,71705,7/10/2022 23:00
LXP INDUSTRIAL TRUST (XNYS:LXP),Residential & Commercial REIT,8.97,9.09,2288630,7/10/2022 23:00
"LEXICON PHARMACEUTICALS, INC. (XNAS:LXRX)",Biotechnology & Medical Research,2.29,2.46,620284,7/10/2022 21:22
"LSB INDUSTRIES, INC. (XNYS:LXU)",Chemicals,15.25,15.68,953543,7/10/2022 23:31
LyondellBasell Industries NV (XNYS:LYB),Chemicals,78.62,80.12,2801875,7/10/2022 23:00
"LYELL IMMUNOPHARMA, INC. (XNAS:LYEL)",Biotechnology & Medical Research,7.07,8.09,1420162,7/10/2022 20:10
"LYFT, INC. (XNAS:LYFT)",Software & IT Services,12.51,13.7,14803446,7/10/2022 23:59
LLOYDS BANKING GROUP PLC (XNYS:LYG),Banking Services,1.88,1.9,12563823,7/10/2022 23:00
DRAGON VICTORY INTERNATIONAL LIMITED (XNAS:LYL),Professional & Commercial Services,0.8,0.8,25954,7/10/2022 20:00
LOYALTY VENTURES INC. (XNAS:LYLT),Media & Publishing,1.18,1.25,901612,7/10/2022 23:00
"LYRA THERAPEUTICS, INC. (XNAS:LYRA)",Biotechnology & Medical Research,4.8,4.87,30944,7/10/2022 20:00
LSI INDUSTRIES INC. (XNAS:LYTS),Homebuilding & Construction Supplies,8.2,8.22,85265,7/10/2022 20:00
"LIVE NATION ENTERTAINMENT, INC. (XNYS:LYV)",Media & Publishing,78.61,79.86,1870319,7/10/2022 23:59
"LEGALZOOM.COM, INC. (XNAS:LZ)",Software & IT Services,8.19,8.88,1591562,7/10/2022 22:36
LA-Z-BOY INCORPORATED (XNYS:LZB),Household Goods,22.17,22.91,373995,7/10/2022 23:00
"MACY'S, INC. (XNYS:M)",Diversified Retail,17.44,17.53,11405630,7/10/2022 23:59
MASTERCARD INCORPORATED. (XNYS:MA),Software & IT Services,294.97,299.23,2987192,7/10/2022 23:34
"MID-AMERICA APARTMENT COMMUNITIES, INC. (XNYS:MAA)",Residential & Commercial REIT,145.24,150.21,731343,7/10/2022 23:58
MANA CAPITAL ACQUISITION CORP.. (XNAS:MAAQ),Holding Companies,10.04,10.05,25653,7/10/2022 20:00
THE MACERICH COMPANY (XNYS:MAC),Residential & Commercial REIT,8.43,8.62,2900515,7/10/2022 23:47
Moringa Acquisition Corp (XNAS:MACA),Holding Companies,9.94,9.92,12130,6/10/2022 18:18
MORINGA ACQUISITION UNT (XNAS:MACAU),#FIELD!,9.95,9.9,2227,7/10/2022 18:59
Mission Advancement Corp (XNYS:MACC),Holding Companies,9.85,9.84,16498,7/10/2022 23:00
"MERRIMACK PHARMACEUTICALS, INC. (XNAS:MACK)",Biotechnology & Medical Research,3.33,3.58,22530,7/10/2022 20:00
MAG SILVER CORP. (XNYS:MAG),Metals & Mining,13.15,13.8,617013,8/10/2022 0:00
"MAIA BIOTECHNOLOGY, INC. (XNYS:MAIA)",Biotechnology & Medical Research,3.36,3.48,146257,7/10/2022 20:10
MAIN STREET CAPITAL CORPORATION (XNYS:MAIN),Banking Services,33.23,33.89,393634,7/10/2022 23:59
MANPOWERGROUP INC. (XNYS:MAN),Professional & Commercial Services,67,68.89,495751,7/10/2022 23:00
"MANHATTAN ASSOCIATES, INC. (XNAS:MANH)",Software & IT Services,135.43,140.49,328045,7/10/2022 20:25
MANCHESTER UNITED PLC (XNYS:MANU),Hotels & Entertainment Services,13.64,13.59,714783,7/10/2022 23:53
"WM TECHNOLOGY, INC (XNAS:MAPS)",Software & IT Services,2.07,2.76,1108875,7/10/2022 23:56
Maquia Capital Acquisition Corp (XNAS:MAQC),Holding Companies,10.36,10.36,7244,7/10/2022 20:00
MAQUIA CAPITAL ACQUISITION UNT (XNAS:MAQCU),#FIELD!,10.36,10.35,415,7/10/2022 20:00
"MARRIOTT INTERNATIONAL, INC. (XNAS:MAR)",Hotels & Entertainment Services,141.5,144.07,2119603,7/10/2022 23:37
"MARATHON DIGITAL HOLDINGS, INC. (XNAS:MARA)",Financial Technology (Fintech) & Infrastructure,11.21,13.1,15925583,7/10/2022 23:59
"REMARK HOLDINGS, INC. (XNAS:MARK)",Software & IT Services,0.3,0.3,902983,7/10/2022 23:57
MARINE PETROLEUM UNT (XNAS:MARPS),#FIELD!,8.19,7.9,11890,7/10/2022 20:00
MASCO CORPORATION (XNYS:MAS),Homebuilding & Construction Supplies,48.62,50.58,1973557,7/10/2022 23:00
MASIMO CORPORATION (XNAS:MASI),Healthcare Equipment & Supplies,134.29,143,772919,7/10/2022 23:57
908 DEVICES INC. (XNAS:MASS),Healthcare Equipment & Supplies,15.31,16.06,268127,7/10/2022 20:01
"MATTEL, INC. (XNAS:MAT)",Leisure Products,19.84,19.48,2974596,7/10/2022 23:27
"Mativ Holdings, Inc. (XNYS:MATV)",Chemicals,23.36,24.02,499595,7/10/2022 23:07
MATTHEWS INTERNATIONAL CORPORATION (XNAS:MATW),Media & Publishing,22.23,22.9,159836,7/10/2022 23:30
"Matson, Inc. (XNYS:MATX)",Freight & Logistics Services,65.21,66.07,479188,7/10/2022 23:45
Pioneer Mu Hi Inc Advt (XNYS:MAV),#FIELD!,7.81,7.81,75981,7/10/2022 23:00
"MEDIAALPHA, INC. (XNYS:MAX)",Software & IT Services,8.85,9.19,173054,7/10/2022 23:00
"MAXEON SOLAR TECHNOLOGIES, LTD. (XNAS:MAXN)",Renewable Energy,21.32,22.28,838590,7/10/2022 23:53
MAXAR TECHNOLOGIES INC. (XNYS:MAXR),Aerospace & Defense,20.59,21.09,636956,7/10/2022 23:11
"J.W. MAYS, INC. (XNAS:MAYS)",Real Estate Operations,40.66,38.38,1449,7/10/2022 20:00
M3-BRIGADE ACQUISITION II CORP. (XNYS:MBAC),Holding Companies,9.87,9.84,44051,7/10/2022 23:00
MIDDLEFIELD BANC CORP. (XNAS:MBCN),Banking Services,27.9,28.49,7561,7/10/2022 20:00
MBIA INC. (XNYS:MBI),Insurance,9.48,9.48,309510,7/10/2022 23:00
MERCHANTS BANCORP (XNAS:MBIN),Banking Services,23.38,23.69,80773,7/10/2022 20:01
MERCHANTS BANCORP (XNAS:MBINM),Banking Services,25.4,25.5,87240,7/10/2022 20:00
MERCHANTS BANCORP (XNAS:MBINN),Banking Services,20.88,22.45,34350,7/10/2022 20:00
MERCHANTS BANCORP (XNAS:MBINO),Banking Services,20.82,21.35,28316,7/10/2022 20:00
MERCHANTS BANCORP (XNAS:MBINP),Banking Services,23.8,24,3331,7/10/2022 20:00
"MUSTANG BIO, INC. (XNAS:MBIO)",Biotechnology & Medical Research,0.48,0.5,376498,7/10/2022 23:02
Medallion Bank (XNAS:MBNKP),#FIELD!,24.46,24.25,1518,7/10/2022 20:00
MICROBOT MEDICAL INC. (XNAS:MBOT),Biotechnology & Medical Research,5.05,5.4,12766,7/10/2022 20:42
"MOLECULIN BIOTECH, INC. (XNAS:MBRX)",Pharmaceuticals,1.08,1.09,129692,7/10/2022 20:10
M3-BRIGADE ACQUISITION III CORP. (XNYS:MBSC),Holding Companies,10.08,10.09,15005,7/10/2022 23:00
Nocturne Acquisition Corporation (XNAS:MBTC),Holding Companies,10.41,10.49,9926,7/10/2022 20:00
"MALIBU BOATS, INC. (XNAS:MBUU)",Leisure Products,46.96,48.01,193346,7/10/2022 22:13
MERCANTILE BANK CORPORATION (XNAS:MBWM),Banking Services,30.4,31.19,31766,7/10/2022 20:01
MOELIS & COMPANY (XNYS:MC),Investment Banking & Investment Services,35.76,37.05,609254,7/10/2022 23:00
Mountain & Co I Acquisition Corp (XNAS:MCAA),Holding Companies,10.26,10.23,15496,7/10/2022 20:00
Monterey Capital Acquisition Corp (XNAS:MCAC),Holding Companies,9.9,9.9,26780,5/10/2022 20:00
MOUNTAIN CREST ACQUISITION CORP. III (XNAS:MCAE),Holding Companies,9.95,9.95,2829,4/10/2022 17:21
MOUNTAIN CREST ACQUISITION CORP. IV (XNAS:MCAF),Holding Companies,9.92,9.9,1213,7/10/2022 20:00
MOUNTAIN CREST ACQUISITION CORP. V (XNAS:MCAG),Holding Companies,9.95,9.95,8369,7/10/2022 18:41
METROPOLITAN BANK HOLDING CORP. (XNYS:MCB),Banking Services,63.42,64.71,48945,7/10/2022 23:00
MACATAWA BANK CORPORATION (XNAS:MCBC),Banking Services,9.38,9.39,37033,7/10/2022 20:01
"MetroCity Bankshares, Inc. (XNAS:MCBS)",Banking Services,19.45,20.01,25930,7/10/2022 20:01
MCDONALD'S CORPORATION (XNYS:MCD),Hotels & Entertainment Services,233.19,234.75,2912608,7/10/2022 23:59
"MASTERCRAFT BOAT HOLDINGS, INC. (XNAS:MCFT)",Leisure Products,19.62,19.93,192603,7/10/2022 22:39
MEMBERSHIP COLLECTIVE GROUP INC. (XNYS:MCG),Software & IT Services,3.81,4,516980,7/10/2022 23:00
MICROCHIP TECHNOLOGY INCORPORATED (XNAS:MCHP),Semiconductors & Semiconductor Equipment,63.82,67.12,4539414,7/10/2022 23:58
"MARCHEX, INC. (XNAS:MCHX)",Media & Publishing,1.79,1.86,27504,7/10/2022 20:00
MCKESSON CORPORATION (XNYS:MCK),Pharmaceuticals,346.68,350.89,976048,7/10/2022 23:20
mCloud Technologies Corp. (XNAS:MCLD),Software & IT Services,1.5,1.59,13791,7/10/2022 20:00
Madison CovCall & Eq Str (XNYS:MCN),#FIELD!,6.78,6.71,118889,7/10/2022 23:00
MOODY'S CORPORATION (XNYS:MCO),Professional & Commercial Services,245.46,254.07,752378,7/10/2022 23:44
MFS Charter Income Trust (XNYS:MCR),#FIELD!,6.13,6.17,70695,7/10/2022 23:00
"SERES THERAPEUTICS, INC. (XNAS:MCRB)",Biotechnology & Medical Research,6.93,7.06,1272952,7/10/2022 21:44
"MONARCH CASINO & RESORT, INC. (XNAS:MCRI)",Hotels & Entertainment Services,59.5,61.03,65384,7/10/2022 20:00
THE MARCUS CORPORATION (XNYS:MCS),Hotels & Entertainment Services,14.17,14.27,282845,7/10/2022 23:00
"Mill City Ventures III, Ltd. (XNAS:MCVT)",Banking Services,1.99,2.02,31390,7/10/2022 20:20
"MISTER CAR WASH, INC. (XNYS:MCW)",Personal & Household Products & Services,8.92,9.36,3189120,7/10/2022 23:00
MERCURY GENERAL CORPORATION (XNYS:MCY),Insurance,28.33,28.98,799429,7/10/2022 23:00
"PEDIATRIX MEDICAL GROUP, INC. (XNYS:MD)",Healthcare Providers & Services,16.44,16.93,596704,7/10/2022 23:00
"MONGODB, INC. (XNAS:MDB)",Software & IT Services,189.79,199.2,2434311,7/10/2022 23:58
"M.D.C. HOLDINGS, INC. (XNYS:MDC)",Homebuilding & Construction Supplies,29.09,30.16,690080,7/10/2022 23:00
"MADRIGAL PHARMACEUTICALS, INC. (XNAS:MDGL)",Biotechnology & Medical Research,75.03,75.09,259727,7/10/2022 23:53
MEDIGUS LTD (XNAS:MDGS),Healthcare Equipment & Supplies,0.49,0.49,255373,7/10/2022 23:37
MDH ACQUISITION CORP. (XNYS:MDH),Holding Companies,9.87,9.88,33027,7/10/2022 23:00
MEDIACO HOLDING INC. (XNAS:MDIA),Media & Publishing,1.89,1.97,16898,7/10/2022 21:49
MDJM LTD (XNAS:MDJH),Real Estate Operations,1.65,1.71,8109,7/10/2022 20:00
"Mondelez International, Inc. (XNAS:MDLZ)",Food & Tobacco,55.26,56.01,7818276,7/10/2022 23:15
Medicenna Therapeutics Corp. (XNAS:MDNA),Biotechnology & Medical Research,0.84,0.86,210983,7/10/2022 23:56
"MEDALIST DIVERSIFIED REIT, INC. (XNAS:MDRR)",Residential & Commercial REIT,0.8,0.81,49501,7/10/2022 21:38
"MEDALIST DIVERSIFIED REIT, INC. (XNAS:MDRRP)",Residential & Commercial REIT,22.85,23.11,1475,7/10/2022 20:00
"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC. (XNAS:MDRX)",Healthcare Equipment & Supplies,14.4,15.04,1378050,7/10/2022 20:01
MEDTRONIC PUBLIC LIMITED COMPANY (XNYS:MDT),Healthcare Equipment & Supplies,82.42,84.42,6402840,7/10/2022 23:36
"MDU RESOURCES GROUP, INC. (XNYS:MDU)",Multiline Utilities,27.68,28.32,989331,7/10/2022 23:00
MODIV INC. (XNYS:MDV),Residential & Commercial REIT,12.59,13.67,26493,7/10/2022 23:00
"MEDAVAIL HOLDINGS, INC. (XNAS:MDVL)","Machinery, Equipment & Components",0.89,0.95,80186,7/10/2022 20:00
MEDIWOUND LTD (XNAS:MDWD),Pharmaceuticals,1.35,1.42,115450,7/10/2022 22:14
MIDWEST HOLDING INC. (XNAS:MDWT),Insurance,13.57,14.11,9022,7/10/2022 20:00
"MIMEDX GROUP, INC. (XNAS:MDXG)",Biotechnology & Medical Research,2.91,2.9,616694,7/10/2022 20:08
MDxHealth SA (XNAS:MDXH),Biotechnology & Medical Research,6.45,6.65,1520,7/10/2022 20:00
23ANDME HOLDING CO. (XNAS:ME),Healthcare Providers & Services,3.01,3.24,3980933,7/10/2022 23:45
Mercury Ecommerce Acquisition Corp (XNAS:MEAC),Holding Companies,9.94,9.94,7604,7/10/2022 13:45
"MAYVILLE ENGINEERING COMPANY, INC (XNYS:MEC)",Automobiles & Auto Parts,6.72,6.72,35912,7/10/2022 23:00
"MEDIFAST, INC. (XNYS:MED)",Food & Tobacco,114.35,114.98,160398,7/10/2022 23:00
"MEDPACE HOLDINGS, INC. (XNAS:MEDP)",Biotechnology & Medical Research,160.33,168.26,448973,7/10/2022 20:24
"TRXADE HEALTH, INC. (XNAS:MEDS)",Software & IT Services,1.06,1.14,1236546,7/10/2022 20:00
"MONTROSE ENVIRONMENTAL GROUP, INC. (XNYS:MEG)",Professional & Commercial Services,36.28,37.05,145880,7/10/2022 23:00
MS CBRE Glbl Infra Mega (XNYS:MEGI),#FIELD!,12.47,13.05,155031,7/10/2022 23:00
Magic Empire Global Limited (XNAS:MEGL),Investment Banking & Investment Services,3.47,3.88,2790616,7/10/2022 23:59
"METHODE ELECTRONICS, INC. (XNYS:MEI)",Electronic Equipment & Parts,36.02,37.18,153718,7/10/2022 23:00
"MEI PHARMA, INC. (XNAS:MEIP)",Biotechnology & Medical Research,0.39,0.41,727168,7/10/2022 23:59
MELI Kaszek Pioneer Corp (XNAS:MEKA),Holding Companies,9.88,9.91,8380,6/10/2022 20:00
"MERCADOLIBRE, INC. (XNAS:MELI)",Software & IT Services,881.99,929.18,639312,7/10/2022 23:57
Minority Equality Opportunities Acquisition Inc (XNAS:MEOA),Holding Companies,10.18,10.18,31361,6/10/2022 20:00
MINORITY EQUALITY OPPORTUNITIES UNT (XNAS:MEOAU),#FIELD!,10.21,10.23,67,6/10/2022 20:00
METHANEX CORPORATION (XNAS:MEOH),Chemicals,35.07,34.54,486174,7/10/2022 23:56
MANILA ELECTRIC CO. (XPHS:MER),Electrical Utilities & IPPs,295.4,290.2,379270,7/10/2022 7:00
MERCER INTERNATIONAL INC. (XNAS:MERC),Paper & Forest Products,13.56,13.65,773726,7/10/2022 20:00
"MESA AIR GROUP, INC. (XNAS:MESA)",Passenger Transportation Services,1.57,1.73,440686,7/10/2022 21:55
MESOBLAST LIMITED (XNAS:MESO),Biotechnology & Medical Research,3.11,2.99,72214,7/10/2022 21:29
"METLIFE, INC. (XNYS:MET)",Insurance,63.25,64.55,4737667,7/10/2022 23:00
"Meta Platforms, Inc. (XNAS:META)",Software & IT Services,133.45,139.07,30466475,7/10/2022 23:59
"RAMACO RESOURCES, INC. (XNAS:METC)",Metals & Mining,10.42,10.71,681554,7/10/2022 20:08
"RAMACO RESOURCES, INC. (XNAS:METCL)",Metals & Mining,25.72,25.89,5202,7/10/2022 20:00
Meten Holding Group Ltd. (XNAS:METX),Miscellaneous Educational Service Providers,0.32,0.36,229406,7/10/2022 23:36
MISSFRESH LIMITED (XNAS:MF),Software & IT Services,0.1,0.1,5525053,7/10/2022 23:57
"MFA FINANCIAL, INC. (XNYS:MFA)",Residential & Commercial REIT,7.46,7.71,2078129,7/10/2022 23:59
MANULIFE FINANCIAL CORP (XNYS:MFC),Insurance,15.92,16.22,3344714,7/10/2022 23:00
Macquarie/FTGI/Utl D&I (XNYS:MFD),#FIELD!,8.08,8.15,31924,7/10/2022 23:00
"Mizuho Financial Group, Inc. (XNYS:MFG)",Banking Services,2.22,2.22,1632666,7/10/2022 23:56
MICRO FOCUS INTERNATIONAL PLC (XNYS:MFGP),Software & IT Services,5.74,5.79,337213,7/10/2022 23:00
Mercurity Fintech Holding Inc (XNAS:MFH),Financial Technology (Fintech) & Infrastructure,0.82,0.86,7217,7/10/2022 20:00
MIDCAP FINANCIAL INVESTMENT CORPORATION (XNAS:MFIC),Investment Banking & Investment Services,10.48,10.57,281100,7/10/2022 20:00
MEDALLION FINANCIAL CORP. (XNAS:MFIN),Banking Services,6.6,6.69,68352,7/10/2022 20:00
MFS Municipal Income Tr (XNYS:MFM),#FIELD!,4.9,4.89,126182,7/10/2022 23:00
MFS Special Value Trust (XNYS:MFV),#FIELD!,4.14,4.15,15790,7/10/2022 23:00
"MISTRAS GROUP, INC. (XNYS:MG)",Oil & Gas,4.79,4.77,52348,7/10/2022 23:00
Magna International Inc. (XNYS:MGA),Automobiles & Auto Parts,48.39,50.84,1068791,7/10/2022 23:00
MOBILE GLOBAL ESPORTS INC. (XNAS:MGAM),Software & IT Services,1.52,1.67,2028945,7/10/2022 23:02
"MGE ENERGY, INC. (XNAS:MGEE)",Electrical Utilities & IPPs,62.78,65.24,100661,7/10/2022 20:00
MFS Govt Markets Inc Tr (XNYS:MGF),#FIELD!,3.28,3.3,70982,7/10/2022 23:00
"MONEYGRAM INTERNATIONAL, INC. (XNAS:MGI)",Professional & Commercial Services,10.5,10.55,640450,7/10/2022 20:01
MAGIC SOFTWARE ENTERPRISES LTD. (XNAS:MGIC),Software & IT Services,15.18,15.49,23621,7/10/2022 20:00
"THE MARYGOLD COMPANIES, INC. (XNYS:MGLD)",Investment Banking & Investment Services,1.17,1.37,15542,7/10/2022 20:10
MGM RESORTS INTERNATIONAL (XNYS:MGM),Hotels & Entertainment Services,32.68,33.32,5987981,7/10/2022 23:57
"MAGNITE, INC. (XNAS:MGNI)",Software & IT Services,6.99,7.59,1401599,7/10/2022 23:55
"MACROGENICS, INC. (XNAS:MGNX)",Biotechnology & Medical Research,3.52,3.75,577230,7/10/2022 23:06
"MGP INGREDIENTS, INC. (XNAS:MGPI)",Beverages,107.3,108.98,185543,7/10/2022 20:00
"AFFILIATED MANAGERS GROUP, INC. (XNYS:MGR)",Investment Banking & Investment Services,22.56,23.06,28530,7/10/2022 23:00
"AFFILIATED MANAGERS GROUP, INC. (XNYS:MGRB)",Investment Banking & Investment Services,18.11,18.35,23555,7/10/2022 23:00
MCGRATH RENTCORP (XNAS:MGRC),Professional & Commercial Services,83.55,85.76,66261,7/10/2022 20:01
"AFFILIATED MANAGERS GROUP, INC. (XNYS:MGRD)",Investment Banking & Investment Services,16.07,16.12,13241,7/10/2022 23:00
"MAGENTA THERAPEUTICS, INC. (XNAS:MGTA)",Biotechnology & Medical Research,1.25,1.38,171718,7/10/2022 20:02
